Aktionsname;Aktionsdatum;Durchführendes Konto;Aktionsnummer;Masternummer;Dateiname;Nebenrechnungen
Anhören RW-Programm mit Papa;21.03.2021 15:27:00;9;1249;276452;;
div. Surfen;21.03.2021 15:28:00;73;1250;276453;;
Bearb. Playlist;21.03.2021 15:55:00;9;1251;276454;;
Ansehen YouTube-Videos;21.03.2021 16:02:00;73;1252;276455;;
Experiment Travel John (Kot);21.03.2021 17:38:00;20;1253;276460;;
MAME Puzzled;21.03.2021 17:43:00;56;1254;276461;;
Scan div. Radiosender + Livestreams;21.03.2021 18:21:00;58;1255;276463;;
Bearbeitung Mails;21.03.2021 20:01:00;73;1256;276466;;
AE / Abr. 28.-29.7.2020;21.03.2021 20:02:00;31;1257;276467;;
Bearbeitung Planung für 21.3.2021;21.03.2021 21:14:00;31;1258;276468;;
Ansehen YouTube-Videos;21.03.2021 21:23:00;73;1259;276470;;
Aufräumen / div. WF-Aktivitäten;21.03.2021 21:50:00;71;1260;276476;;
Forge of Empires;21.03.2021 22:17:00;56;1261;276478;;
2 Postings Zeiten Atariage;21.03.2021 23:10:00;56;1262;276481;;
Ermittlung Gesamtzeit für geplante Projekte;22.03.2021 07:22:00;31;1277;276485;;
Scan div. Radiosender;22.03.2021 07:33:00;58;1278;276486;;
Bearb. Playlist;22.03.2021 07:59:00;9;1279;276489;;
Begutachtung Zeitplanung;22.03.2021 08:06:00;31;1280;276491;;
div. Surfen;22.03.2021 08:10:00;73;1281;276495;;
Scootersuche;22.03.2021 18:58:00;20;1282;276506;;
div. Surfen;22.03.2021 19:12:00;73;1283;276511;;
Ansehen YouTube-Videos;22.03.2021 19:32:00;73;1284;276512;;
Ansehen ZiB 1;22.03.2021 20:06:00;58;1285;276513;;
Forge of Empires;22.03.2021 20:35:00;56;1286;276516;;
Scan div. Livestreams;22.03.2021 20:55:00;58;1287;276518;;
Bearb. Playlist;22.03.2021 21:08:00;9;1288;276519;;
Aufwandserfassung;22.03.2021 21:58:00;31;1289;276523;;
Surfen Atariage;22.03.2021 22:31:00;56;1290;276525;;
Experiment Portable John (Schluß);23.03.2021 05:55:00;20;1291;276528;;
div. Surfen;23.03.2021 07:33:00;73;1292;276530;;
Scan div. Radiosender;23.03.2021 07:39:00;58;1293;276531;;
Forge of Empires;23.03.2021 07:53:00;56;1295;276533;;
Untersuchung Planung;23.03.2021 08:26:00;31;1296;276536;;
Scootersuche;23.03.2021 19:15:00;20;1297;276543;;
Bearb. Playlist;23.03.2021 19:28:00;9;1298;276546;;
div. Surfen;23.03.2021 19:45:00;73;1299;276547;;
Ansehen ZiB 1;23.03.2021 20:05:00;58;1300;276548;;
Ansehen YouTube-Videos;23.03.2021 20:14:00;73;1301;276551;;
Scan Elsie Miles Livestream;23.03.2021 21:06:00;58;1302;276552;;
VICE Lode Runner;23.03.2021 21:46:00;56;1303;276556;;
Aufwandserfassung;23.03.2021 21:57:00;31;1304;276558;;
Bearb. Koordinaten Tier;23.03.2021 22:51:00;20;1305;276561;;
div. Surfen;24.03.2021 07:48:00;73;1306;276566;;
Scan div. Radiosender;24.03.2021 07:54:00;58;1307;276567;;
Forge of Empires;24.03.2021 08:17:00;56;1308;276570;;
Bearb. Zeitrückstand;24.03.2021 08:29:00;31;1309;276572;;
Fahrt Tier-Scooter / Jump-Bike (22 / 40');24.03.2021 16:16:00;20;1310;276580;;
Anhören RW-Programm (mit Papa);24.03.2021 17:52:00;9;1311;276583;;
div. Surfen;24.03.2021 17:54:00;73;1312;276585;;
Ansehen YouTube-Videos;24.03.2021 17:59:00;73;1313;276586;;
Forge of Empires;24.03.2021 19:54:00;56;1314;276592;;
Ansehen ZiB 1;24.03.2021 20:27:00;58;1315;276594;;
VICE Lode Runner;24.03.2021 20:33:00;56;1316;276595;;
AE / Abr. 30.-31.7. / Mon.;24.03.2021 20:51:00;31;1317;276596;;
MAME Lode Runner (30');24.03.2021 22:00:00;56;1318;276597;;
Bearb. Playlist;24.03.2021 22:32:00;9;1319;276600;;
div. Surfen;25.03.2021 07:16:00;73;1320;276605;;
Scan div. Radiosender;25.03.2021 07:30:00;58;1321;276607;;
Bearb. Playlist;25.03.2021 09:22:00;9;1322;276615;;
div. Surfen;25.03.2021 18:29:00;73;1323;276623;;
Ansehen YouTube-Videos;25.03.2021 18:40:00;73;1324;276624;;
Scan div. Livestreams;25.03.2021 19:11:00;58;1325;276625;;
Forge of Empires;25.03.2021 20:42:00;56;1326;276629;;
Ansehen Fernsehsendungen;25.03.2021 20:58:00;58;1327;276631;;
AE / Abr. Mon. / 1.8.2020;25.03.2021 21:01:00;31;1328;276632;;
Bearb. Playlist;25.03.2021 22:21:00;9;1329;276635;;
Scan div. Radiosender;26.03.2021 07:28:00;58;1330;276651;;
Forge of Empires;26.03.2021 07:50:00;56;1331;276653;;
Bearb. Playlist;26.03.2021 08:06:00;9;1332;276656;;
div. Surfen;26.03.2021 08:11:00;73;1333;276657;;
Scootersuche;26.03.2021 16:54:00;20;1334;276667;;
Anhören RW-Prrg. (mit Papa);26.03.2021 17:19:00;9;1335;276670;;
div. Surfen;26.03.2021 17:21:00;73;1336;276672;;
Ansehen YouTube-Videos;26.03.2021 17:31:00;73;1337;276673;;
AE / Abr. 1.-3.8.2020;26.03.2021 18:53:00;31;1338;276677;;
Forge of Empires;26.03.2021 20:12:00;56;1339;276678;;
Bearb. Koordinaten Tier;26.03.2021 20:31:00;20;1340;276679;;
MAME Lode Runner;26.03.2021 20:33:00;56;1341;276680;;
Bearb. Playlist;26.03.2021 20:54:00;9;1342;276682;;
Ansehen ZiB 1;26.03.2021 21:07:00;58;1343;276684;;
Scan Anthony Miles Livestream;26.03.2021 21:09:00;58;1344;276685;;
Einspielen div. Titel;26.03.2021 21:25:00;79;1345;276687;;
Aufräumen;26.03.2021 22:17:00;71;1346;276688;;
div. Surfen;27.03.2021 08:04:00;73;1347;276697;;
Scan div. Radiosender;27.03.2021 09:25:00;58;1348;276698;;
Forge of Empires;27.03.2021 10:39:00;56;1349;276700;;
Bearbeitung Mails;27.03.2021 12:08:00;73;1350;276705;;
Bearbeitung Untersuchung der Prioritätenliste.doc;27.03.2021 13:17:00;31;1351;276707;;
VICE Amazon Women (14' + 33');27.03.2021 13:34:00;56;1352;276710;;
Bearb. Koordinaten Tier;27.03.2021 14:21:00;20;1353;276712;;
Bearb. Playlist;27.03.2021 14:43:00;9;1354;276720;;
Scootersuche / Suche neuer Kebapstand;27.03.2021 15:33:00;20;1355;276722;;
div. Surfen;27.03.2021 16:16:00;73;1356;276727;;
Scan div. Radioscans + Livestreams;27.03.2021 17:02:00;58;1357;276729;;
VICE Amazon Women;27.03.2021 18:35:00;56;1358;276730;;
Bearb. Playlist;27.03.2021 19:42:00;9;1359;276734;;
AE / Abr. 4.-5.8.;27.03.2021 20:01:00;31;1360;276737;;
Ansehen YouTube-Videos;27.03.2021 21:13:00;73;1361;276739;;
Bearb. Koordinaten Tier;27.03.2021 21:32:00;20;1362;276742;;
Aufräumen;27.03.2021 21:35:00;71;1363;276747;;
Wunschmail an Radio Plattenkiste;27.03.2021 22:01:00;58;1364;276748;;
Ansehen ZiB 1;27.03.2021 22:13:00;58;1365;276753;;
Scan div. Radiosender;28.03.2021 08:53:00;58;1366;276760;;
Forge of Empires;28.03.2021 09:55:00;56;1367;276765;;
div. Surfen;28.03.2021 10:04:00;73;1368;276769;;
Uhren stellen;28.03.2021 11:45:00;71;1369;276772;;
Bearbeitung Mails;28.03.2021 11:51:00;73;1370;276773;;
Download Amazon Women;28.03.2021 12:28:00;56;1371;276775;;
Ansehen YouTube-Videos;28.03.2021 12:32:00;73;1372;276776;;
Bearb. Playlist;28.03.2021 12:41:00;9;1373;276779;;
Themen für Mittagessen;28.03.2021 12:46:00;31;1374;276781;;
Aussortieren Küchengeräte + Unterlagen Papa;28.03.2021 14:40:00;38;1375;276786;;
Scootersuche;28.03.2021 18:30:00;20;1376;276788;;
Suche Entsafter;28.03.2021 18:44:00;38;1377;276790;;
div. Surfen;28.03.2021 18:59:00;73;1378;276793;;
Anhören RW-Programm (mit Papa);28.03.2021 19:32:00;9;1379;276794;;
Bearb. Playlist;28.03.2021 19:34:00;9;1380;276795;;
Ansehen YouTube-Videos;28.03.2021 20:20:00;73;1381;276799;;
Scan div. Radiosender + Streams;28.03.2021 21:05:00;58;1382;276800;;
Aufwandserfassung;28.03.2021 21:49:00;31;1383;276803;;
Posting Zeiten Atariage;28.03.2021 23:11:00;56;1384;276816;;
Ermittlung Gesamtzeit für geplante Projekte;29.03.2021 07:50:00;31;1385;276821;;
div. Surfen;29.03.2021 08:00:00;73;1386;276822;;
Scan div. Radiosender;29.03.2021 08:46:00;58;1387;276823;;
Bearb. Playlist;29.03.2021 10:09:00;9;1388;276825;;
MESS Spectrum Amazon Women;29.03.2021 10:49:00;56;1389;276830;;
Bearbeitung Mails;29.03.2021 11:45:00;73;1390;276831;;
Begutachtung Planungstool;29.03.2021 12:37:00;31;1391;276837;;
Scootersuche;29.03.2021 14:55:00;20;1392;276846;;
VICE Amazon Women (83' + 34');29.03.2021 15:10:00;56;1393;276848;;
Ansehen YouTube-Videos;29.03.2021 17:07:00;73;1394;276850;;
Scan div. Livestreams;29.03.2021 18:26:00;58;1395;276852;;
div. Surfen;29.03.2021 20:14:00;73;1396;276856;;
Bearb. Playlist;29.03.2021 20:52:00;9;1397;276857;;
Bearbeitung Mails;29.03.2021 21:26:00;73;1398;276862;;
Aufwandserfassung;29.03.2021 21:49:00;31;1399;276863;;
Bearb. Koordinaten Tier;29.03.2021 22:39:00;20;1400;276864;;
Ansehen ZiB 1;29.03.2021 23:15:00;58;1401;276875;;
Scan div. Radiosender;30.03.2021 07:55:00;58;1402;276881;;
Forge of Empires;30.03.2021 08:19:00;56;1403;276883;;
Bearb. Playlist;30.03.2021 08:27:00;9;1404;276885;;
Eingabe + Anhören LP's;30.03.2021 08:33:00;9;1405;276888;;
VICE Amazon Women;30.03.2021 09:25:00;56;1406;276891;;
div. Surfen;30.03.2021 11:44:00;73;1407;276893;;
Auspacken Küchengeräte;30.03.2021 14:10:00;71;1408;276900;;
Scootersuche;30.03.2021 15:07:00;20;1409;276902;;
VICE Amazon Women;30.03.2021 15:21:00;56;1410;276904;;
div. Surfen;30.03.2021 18:26:00;73;1411;276906;;
Ansehen YouTube-Videos;30.03.2021 18:31:00;73;1412;276908;;
Aufwandserfassung;30.03.2021 20:11:00;31;1413;276913;;
Ansehen ZiB 1;30.03.2021 21:14:00;58;1414;276915;;
Aufräumen / Vorbereitung Ruf Putzfrau;30.03.2021 21:47:00;71;1415;276919;;
Bearb. Playlist;30.03.2021 22:11:00;9;1416;276922;;
Scan The Jive Aces Livestream;30.03.2021 22:17:00;58;1417;276924;;
Scan 1. Seite KN-550 Registraturen;30.03.2021 22:39:00;32;1418;276928;;
Bearb. Playlist;30.03.2021 22:44:00;9;1419;276929;;
Scan div. Radiosender / Hörwerte;31.03.2021 07:40:00;58;1420;276936;;
div. Surfen;31.03.2021 08:05:00;73;1421;276941;;
VICE Amazon Women (Abschluss);31.03.2021 08:46:00;56;1422;276942;;
Beendung Tranche Tonträgereingabe;31.03.2021 09:32:00;9;1423;276945;;
Bearbeitung laufende Checklisten;31.03.2021 11:43:00;31;1424;276951;;
Ansehen YouTube-Videos;31.03.2021 12:28:00;73;1425;276954;;
Ansehen YouTube-Videos;31.03.2021 15:11:00;73;1426;276970;;
Amazon Women Spectrum;31.03.2021 16:44:00;56;1427;276971;;
Anrufen Putzfrau (2');31.03.2021 16:52:00;71;1428;276972;;
AE / Abr. 6.-7.2020;31.03.2021 17:54:00;31;1429;276978;;
Bearb. Koordinaten Tier;31.03.2021 19:03:00;20;1430;276979;;
Bearb. Playlist / Hörwerte;31.03.2021 19:09:00;9;1431;276981;;
div. Surfen;31.03.2021 19:13:00;73;1432;276982;;
Scan The Jive Aces Livestream;31.03.2021 19:34:00;58;1433;276983;;
Aufnehmen Die neue Normalität;31.03.2021 19:39:00;32;1434;276984;;
Verbuchung Eltern-Gebühren;31.03.2021 23:33:00;38;1435;276986;;
Verrechnung Nebenkosten BRZ;31.03.2021 23:34:00;36;1436;276986;;
Quartalsabrechnung 1. Quartal 2022;31.03.2021 23:50:00;31;1437;276987;;
Evaluation Hörwerte;01.04.2021 07:36:00;9;1438;276991;;
Scan div. Radiosender;01.04.2021 07:37:00;58;1439;276992;;
Weiterentwicklung Checklisten;01.04.2021 08:34:00;31;1440;276996;;
Aufwandserfassung;01.04.2021 10:28:00;31;1441;276997;;
Eingabe / Anhören LP's;01.04.2021 10:32:00;9;1442;277002;;
Update Radiowertungen;01.04.2021 11:56:00;58;1443;277014;;
Bearb. Koordinaten Tier;01.04.2021 12:24:00;20;1444;277015;;
Ansehen YouTube-Videos;01.04.2021 12:40:00;73;1445;277020;;
div. Surfen;01.04.2021 14:11:00;73;1446;277023;;
Mail Informationsüberlauf-Dokus an Mystery Luncher;01.04.2021 14:35:00;36;1447;277024;;
Aufwandserfassung;01.04.2021 14:56:00;31;1448;277032;;
Scootersuche;01.04.2021 15:43:00;20;1449;277039;;
C-64 Juice;01.04.2021 15:48:00;56;1450;277043;;
Ansehen YouTube-Videos;01.04.2021 16:10:00;73;1451;277046;;
AE / Abr. 8.8.2020;01.04.2021 17:23:00;31;1452;277047;;
div. Surfen;01.04.2021 18:45:00;73;1453;277050;;
Bearb. Checklisten;01.04.2021 19:52:00;31;1454;277053;;
Bearb. Playlist;01.04.2021 20:01:00;9;1455;277054;;
Scan div. Livestreams;01.04.2021 20:19:00;58;1456;277055;;
Ansehen ZiB 1;01.04.2021 20:54:00;58;1457;277056;;
Tausch Glühbirne Vorzimmer;01.04.2021 20:56:00;71;1458;277057;;
Surfen Atariage (Pitfall II DPC);01.04.2021 21:13:00;56;1459;277060;;
Suche Kopfhörerkabel;01.04.2021 21:53:00;32;1460;277064;;
Aufwaschen Küche;01.04.2021 22:29:00;71;1461;277067;;
Ansehen YouTube-Videos;02.04.2021 08:19:00;73;1462;277073;;
Bearb. Checklisten / Taskliste u.a.;02.04.2021 08:54:00;31;1463;277075;;
div. Surfen;02.04.2021 09:01:00;73;1464;277083;;
Eingabe / Anhören Singles v. Kurti-Opa u.a.;02.04.2021 09:29:00;9;1465;277084;;
Scan The Jive Aces Livestream u.a.;02.04.2021 10:59:00;58;1466;277088;;
Untersuchung Playlist;02.04.2021 11:44:00;9;1467;277089;;
Beobachtung Kinderfahrzeug Spielplatz;02.04.2021 17:15:00;20;1468;277102;;
Bearbeitung Checklisten;02.04.2021 17:29:00;31;1469;277106;;
div. Surfen;02.04.2021 18:26:00;73;1470;277107;;
Anhören RW-Programm (mit Papa);02.04.2021 18:40:00;9;1471;277108;;
Bearb. Playlist;02.04.2021 18:48:00;9;1472;277111;;
Ansehen YouTube-Videos;02.04.2021 19:43:00;73;1473;277114;;
Aufräumen mit Papa;02.04.2021 21:14:00;71;1474;277116;;
Ansehen ZiB 1;02.04.2021 21:18:00;58;1475;277119;;
div. Surfen;02.04.2021 21:24:00;73;1476;277122;;
Aufwandserfassung;02.04.2021 21:36:00;31;1477;277123;;
Scan The Jive Aces Livestream;02.04.2021 22:34:00;58;1478;277126;;
Scan div. Radiosender + Livestreams;03.04.2021 08:07:00;58;1479;277132;;
Bearbeitung Taskliste / Checklisten;03.04.2021 09:13:00;31;1480;277136;;
Ansehen YouTube-Videos;03.04.2021 10:11:00;73;1481;277137;;
div. Surfen;03.04.2021 12:05:00;73;1482;277147;;
Bearbeitung Mails;03.04.2021 13:15:00;73;1483;277150;;
Anleitung Putzfrau;03.04.2021 14:05:00;71;1484;277151;;
Bearb. Playlist;03.04.2021 15:07:00;9;1485;277158;;
Eintragung Wohnungsaktivitäten;03.04.2021 15:15:00;71;1486;277162;;
Bearbeitung Musikumfrage Ö3;03.04.2021 15:25:00;58;1487;277166;;
div. Surfen;03.04.2021 16:24:00;73;1488;277169;;
Ansehen YouTube-Videos;03.04.2021 17:07:00;73;1489;277170;;
Bearbeitung Mails;03.04.2021 18:15:00;73;1490;277173;;
Scan div. Radiosender + Livestreams;03.04.2021 18:40:00;58;1491;277174;;
Bearbeitung Check- und Taskliste;03.04.2021 19:54:00;31;1492;277182;;
Bearb. Playlist;03.04.2021 20:35:00;9;1493;277183;;
Wunschmail Plattenkiste;03.04.2021 21:04:00;73;1494;277190;;
Prüfung Tasktool für Windows 10;03.04.2021 21:15:00;31;1495;277192;;
Wohnung lüften;03.04.2021 21:52:00;71;1496;277195;;
Aufwandserfassung;03.04.2021 21:56:00;31;1497;277198;;
Ansehen ZiB 1;03.04.2021 23:11:00;58;1498;277202;;
Aufwandserfassung;04.04.2021 08:09:00;31;1499;277206;;
div. Surfen;04.04.2021 08:11:00;73;1500;277207;;
Scan div. Radiosender + Livestream;04.04.2021 08:31:00;58;1501;277208;;
Bearbeitung Untersuchung der Prioritätenliste;04.04.2021 09:08:00;31;1502;277212;;
Ansehen YouTube-Videos;04.04.2021 09:16:00;73;1503;277215;;
Bearbeitung Mails;04.04.2021 09:39:00;73;1504;277216;;
Bearbeitung Check- / Taskliste;04.04.2021 09:43:00;31;1505;277218;;
Eingabe + Anhören Tonträger;04.04.2021 09:49:00;9;1506;277219;;
Aufwandserfassung;02.06.2021 20:33:00;31;2445;280337;;
Bearb. Playlist;02.06.2021 21:45:00;9;2446;280338;;
Bearb. Koordinaten Tier;02.06.2021 21:51:00;20;2447;280340;;
MAME Time Pilot '84 (17');02.06.2021 22:03:00;56;2448;280342;;
Scan The Jive Aces Livestream;02.06.2021 22:22:00;58;2449;280344;;
div. Surfen;03.06.2021 07:45:00;73;2450;280350;;
Scan div. Radiosender / Livestream;03.06.2021 08:07:00;58;2451;280352;;
Ansehen YouTube-Videos;03.06.2021 08:55:00;73;2452;280356;;
Bearb. Koordinaten Tier;03.06.2021 09:10:00;20;2453;280357;;
Bearb. Playlist;03.06.2021 09:13:00;9;2454;280358;;
Übersetzung The very big picture;03.06.2021 09:46:00;36;2455;280360;;
Anhören CD Tina / Eingabe Singles;03.06.2021 10:13:00;9;2456;280364;;
Einüben div. Titel;03.06.2021 11:20:00;32;2457;280367;;
Kurzfahrt BIRD-Scooter;03.06.2021 15:15:00;20;2458;280375;;
Scootersuche;03.06.2021 15:18:00;20;2459;280376;;
Anhören RW-Programm mit Papa;03.06.2021 15:38:00;9;2460;280378;;
div. Surfen;03.06.2021 18:31:00;73;2461;280379;;
Ansehen YouTube-Videos;03.06.2021 19:04:00;73;2462;280383;;
Bearb. Koordinaten Tier;03.06.2021 19:56:00;20;2463;280386;;
Aufwandserfassung;03.06.2021 20:18:00;31;2464;280388;;
VICE Space-Pilot;03.06.2021 21:36:00;56;2465;280391;;
Scan The Jive Aces Livestream;03.06.2021 21:54:00;58;2466;280392;;
Einüben div. Titel;03.06.2021 22:01:00;32;2467;280393;;
div. Surfen;04.06.2021 08:12:00;73;2468;280400;;
Scan div. Radiosender + Livestreams;04.06.2021 08:31:00;58;2469;280401;;
Bearb. Koordinaten Tier;04.06.2021 09:44:00;20;2470;280405;;
Aufwandserfassung;04.06.2021 09:46:00;31;2471;280406;;
Ansehen YouTube-Videos;04.06.2021 09:48:00;73;2472;280409;;
Übersetzung The very big picture;04.06.2021 10:08:00;36;2473;280411;;
Bearb. Playlist;04.06.2021 11:07:00;9;2474;280415;;
Anhören CDs Tina / Eingabe Singles Boney M:;04.06.2021 11:14:00;9;2475;280418;;
Einüben Tulpen aus Amsterdam / Erforschung Voices;04.06.2021 12:09:00;32;2476;280423;;
Scootersuche;04.06.2021 15:02:00;20;2477;280428;;
Anhören RW-Prg. Mit Papa;04.06.2021 15:11:00;9;2478;280429;;
Ansehen YouTube-Videos;04.06.2021 19:18:00;73;2479;280435;;
Bearb. Koordinaten Tier;04.06.2021 20:13:00;20;2480;280439;;
Lesen Anleitung Solar Shuttle;04.06.2021 20:21:00;56;2481;280440;;
AE / Abr. 2.9.2020;04.06.2021 20:31:00;31;2482;280441;;
Stella  Kung Fu Master;04.06.2021 21:41:00;56;2483;280443;;
div. Surfen;04.06.2021 22:15:00;73;2484;280445;;
Bearb. Playlist;04.06.2021 22:21:00;9;2485;280447;;
Scan The Jive Aces Livestream;04.06.2021 22:25:00;58;2486;280449;;
div. Surfen;05.06.2021 07:41:00;73;2487;280455;;
Übersetzung The very big picture;05.06.2021 07:45:00;36;2488;280457;;
Scan BBC Radio 2;05.06.2021 08:28:00;58;2489;280458;;
Ansehen YouTube-Videos;05.06.2021 10:04:00;73;2490;280461;;
Optimierung Wertungsfaktoren;05.06.2021 10:32:00;9;2491;280462;;
Bearb. Koordinaten Tier;05.06.2021 12:30:00;20;2492;280464;;
Bearb. Playlist;05.06.2021 12:37:00;9;2493;280466;;
div. Surfen;05.06.2021 12:46:00;73;2494;280468;;
Bearbeitung Mails;05.06.2021 13:50:00;73;2495;280472;;
Scootersuche;05.06.2021 15:46:00;20;2496;280481;;
Bearbeitung Mails;05.06.2021 15:52:00;73;2497;280486;;
Ansehen YouTube-Videos;05.06.2021 16:33:00;73;2498;280487;;
Anhören RW-Programm mit Papa;05.06.2021 16:44:00;9;2499;280489;;
Bearb. Playlist;05.06.2021 19:58:00;9;2500;280490;;
div. Surfen;05.06.2021 20:01:00;73;2501;280491;;
Scan Radio Plattenkiste / Jivestream;05.06.2021 21:07:00;58;2502;280500;;
Aufwandserfassung;05.06.2021 21:48:00;31;2503;280502;;
Ansehen YouTube-Videos;26.05.2021 20:23:00;73;2326;279974;;
Bearb. Koordinaten Tier;26.05.2021 21:22:00;20;2327;279979;;
Aufwandserfassung;26.05.2021 21:25:00;31;2328;279980;;
Scan The Jive Aces Livestream;26.05.2021 22:23:00;58;2329;279983;;
div. Surfen;26.05.2021 22:29:00;73;2330;279985;;
div. Surfen;27.05.2021 07:28:00;73;2331;279989;;
Scan Radio Arabella;27.05.2021 07:35:00;58;2332;279990;;
Ansehen YouTube-Videos;27.05.2021 08:06:00;73;2333;279992;;
Einpacken Kass. Für Fahrt;27.05.2021 09:00:00;9;2334;279998;;
Anhören RW-Programm;27.05.2021 09:04:00;9;2335;279999;;
Bearb. Koordinaten Tier;27.05.2021 09:10:00;20;2336;280000;;
Heimfahrt mit LINK-Scooter (54');27.05.2021 16:39:00;20;2337;280007;;"54' auf Scooter (BRZ -> BILLA Siemenspl. 16:54-17:48); Abgang vom BRZ um ca. 16:48 (?); Überzeit = 31' (?!); Taxifahrt wäre 21' / 13,5 km => Fahrpreis = 34,5 * 0,55 + € 5,39 = € 24,37, gerundet € 24,-; Annahme hier: Start- und Endpunkt von Taxi- und Scooterfahrt etwa gleich: Taxifahrt = € 28,-/h + Maske = € 42,-/h -> tats. Verrechnung 31,5'; Scooterfahrt = € 28,-/h / 54' -> zusätzlicher Zeitaufwand = 22,5' (hier 31'); Scooterverrechnung € 13,50 inkl. Bonusguthaben (exkl.: € 4,60 + 0,92 MWSt. = € 5,52 (?!)); schätzungsweise 40% Rabatt -> € 13,50 * 0,6 = € 8,10 -> Ersparnis gegenüber Taxi = € 15,90"
Scootersuche;27.05.2021 19:00:00;20;2338;280010;;
Bearb. Playlist;27.05.2021 19:13:00;9;2339;280016;;
Ansehen YouTube-Videos;27.05.2021 19:21:00;73;2340;280017;;
div. Surfen;27.05.2021 21:54:00;73;2341;280019;;
Scan The Jive Aces Livestream;27.05.2021 22:21:00;58;2342;280022;;
Bearb. Koordinaten Tier;27.05.2021 22:24:00;20;2343;280023;;
Aufwandserfassung;27.05.2021 22:28:00;31;2344;280024;;
div. Surfen;28.05.2021 07:10:00;73;2345;280031;;
Bearb. Playlist;28.05.2021 07:16:00;9;2346;280034;;
Scan Radio Plattenkiste;28.05.2021 07:27:00;58;2347;280035;;
Bearb. Koordinaten Tier / LINK;28.05.2021 08:11:00;20;2348;280036;;
Anhören RW-Programm mit Papa;28.05.2021 16:24:00;9;2349;280053;;
Ansehen YouTube-Videos;28.05.2021 16:52:00;73;2350;280056;;
MAME Jr. Pac-Man (30') / Time Pilot (11');28.05.2021 18:15:00;56;2351;280059;;
Bearb. Playlist;28.05.2021 20:48:00;9;2352;280064;;
Bearb. Koordinaten Tier;28.05.2021 20:54:00;20;2353;280070;;
Aufwandserfassung;28.05.2021 21:03:00;31;2354;280071;;
Scan The Jive Aces Livestream;28.05.2021 22:07:00;58;2355;280072;;
div. Surfen;28.05.2021 22:11:00;73;2356;280074;;
Einspielen 4 Titel aus Internet;28.05.2021 22:14:00;79;2357;280077;;
Übersetzung TVBP;29.05.2021 08:07:00;36;2358;280083;;
Scan div. Radiosender;29.05.2021 08:26:00;58;2359;280084;;
Bearb. Koordinaten Tier / Update Scooterauswertung;29.05.2021 09:38:00;20;2360;280087;;
Beschriftung Kass. Kar.gesang;29.05.2021 11:12:00;12;2361;280092;;
div. Surfen;29.05.2021 11:56:00;73;2362;280097;;
Ansehen YouTube-Videos;29.05.2021 12:26:00;73;2363;280098;;
VICE Space-Pilot II;29.05.2021 12:28:00;56;2364;280099;;
Bearbeitung Mails;29.05.2021 13:11:00;73;2365;280102;;
Bearb. Playlist;29.05.2021 14:32:00;9;2366;280107;;
Bearbeitung Musikumfrage Ö3;29.05.2021 14:37:00;58;2367;280111;;
Scootersuche;29.05.2021 15:38:00;20;2368;280117;;
VICE Space-Pilot II (38 + 25');29.05.2021 15:55:00;56;2369;280118;;
div. Surfen;29.05.2021 16:58:00;73;2370;280119;;
Scan div. Radiosender + Livestreams;29.05.2021 17:20:00;58;2371;280120;;
Bearb. Koordinaten Tier;29.05.2021 17:44:00;20;2372;280121;;
Bearbeitung Mails;29.05.2021 17:52:00;73;2373;280122;;
Ansehen YouTube-Videos;29.05.2021 18:25:00;73;2374;280126;;
Bearb. Playlist;29.05.2021 19:17:00;9;2375;280129;;
Aufwandserfassung;29.05.2021 19:23:00;31;2376;280131;;
Druck Text La Cucaracha;29.05.2021 21:03:00;32;2377;280138;;
Einüben 4 Titel Keyboard / Bearb. Prg.;29.05.2021 21:15:00;32;2378;280141;;
Scan div. Radiosender / Livestreams;30.05.2021 07:02:00;58;2379;280149;;
Übersetzen TVBP;30.05.2021 09:58:00;36;2380;280152;;
Bearb. Koordinaten Tier;30.05.2021 10:39:00;20;2381;280154;;
div. Surfen;30.05.2021 10:44:00;73;2382;280155;;
Bearb. Playlist;30.05.2021 11:16:00;9;2383;280157;;
Bearbeitung Mails;30.05.2021 11:21:00;73;2384;280159;;
Abschluss Die neue Normalität;04.04.2021 10:59:00;32;1507;277230;;
Produktion Masken aus China;04.04.2021 12:03:00;32;1508;277231;;
Themen für Mittagessen;04.04.2021 12:18:00;31;1509;277234;;
Div. Diskussionen;04.04.2021 14:16:00;31;1510;277240;;
Scootersuche;04.04.2021 15:30:00;20;1511;277242;;
Ansehen div. Youtube-Videos;04.04.2021 15:45:00;73;1512;277244;;
VICE C-64 Juice (20') / Amazon Women (27');04.04.2021 17:26:00;56;1513;277245;;
div. Surfen;04.04.2021 18:13:00;73;1514;277249;;
Bearb. Playlist;04.04.2021 19:22:00;9;1515;277253;;
Scan Radio Plattenkiste + Livestreams;04.04.2021 19:25:00;58;1516;277255;;
Bearbeitung Text Life on Miles;04.04.2021 20:35:00;32;1517;277256;;
AE / Taskliste;04.04.2021 21:15:00;31;1518;277264;;
Bearb. Koordinaten Tier;04.04.2021 22:03:00;20;1519;277265;;
Bearb. Playlist;04.04.2021 22:11:00;9;1520;277267;;
Anhören RW-Programm;04.04.2021 22:20:00;9;1521;277272;;
Posting Zeiten Atariage;04.04.2021 23:25:00;56;1522;277280;;
Ansehen ZiB 1;04.04.2021 23:41:00;58;1523;277281;;
Scan div. Radiosender;05.04.2021 08:11:00;58;1524;277287;;
